url,source,label,headline
https://www.foxnews.com/entertainment/ashley-tisdale-vanessa-hudgens-dance-high-school-musical,FoxNews,0,"Ashley Tisdale, Vanessa Hudgens dance to 'High School Musical' song during self-quarantine"
https://www.foxnews.com/entertainment/beatle-ringo-starr-peace-love-all-starr-tour.print,FoxNews,0,Beatle Ringo Starr reflects on spreading 'peace and love' following the '60s: 'It was part of how we felt
https://www.foxnews.com/entertainment/beatles-paul-mccartney-john-lennon-the-lyrics-book,FoxNews,0,Beatles star Paul McCartney reflects on feud with John Lennon following band's split: 'It hurt
https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,FoxNews,0,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery
https://www.foxnews.com/entertainment/bob-dylan-museum-opening-in-tulsa,FoxNews,0,Bob Dylan museum opening in Tulsa
https://www.foxnews.com/entertainment/bradley-cooper-supports-brad-pitt-brooke-shields-real-life-hollywood-hero,FoxNews,0,"Bradley Cooper supports Brad Pitt, Brooke Shields as real-life Hollywood hero"
https://www.foxnews.com/entertainment/bruce-willis-daughter-gives-update-on-his-health-shares-famous-parents-advice-about-working-in-hollywood.print,FoxNews,0,"Bruce Willis' daughter gives update on his health, shares famous parents' advice about working in Hollywood"
https://www.foxnews.com/entertainment/bruce-willis-daughter-says-hes-shown-her-to-not-take-any-moment-granted-theres-painful-days,FoxNews,0,Bruce Willis' daughter says he's shown her 'to not take any moment for granted': 'There's painful days
https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-gets-emotional-photos-dad-my-whole-damn-heart,FoxNews,0,"Bruce Willis' daughter Tallulah gets emotional over photos with dad, 'my whole damn heart"
https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-update-painful-dementia-battle.print,FoxNews,0,Bruce Willis' daughter Tallulah gives update on his 'painful' dementia battle
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-arnold-schwarzenegger-maria-shriver-forever-relationships,FoxNews,0,"Bruce Willis, Demi Moore and Arnold Schwarzenegger, Maria Shriver still have ‘forever’ relationships"
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,FoxNews,0,"Bruce Willis, Demi Moore avoided doing one thing while co-parenting, daughter says"
https://www.foxnews.com/entertainment/bruce-willis-diagnosed-aphasia-stepping-away-acting,FoxNews,0,"Bruce Willis diagnosed with aphasia, 'stepping away' from acting, family reveals"
https://www.foxnews.com/entertainment/bruce-willis-diagnosed-frontotemporal-dementia-following-aphasia-battle-family-says,FoxNews,0,"Bruce Willis diagnosed with frontotemporal dementia following aphasia battle, family says"
https://www.foxnews.com/entertainment/bruce-willis-first-photo-grandpa-rumer-willis-baby-girl-something-will-treasure,FoxNews,0,Bruce Willis' first photo as grandpa with Rumer Willis’ baby girl: ‘Something I will treasure
https://www.foxnews.com/entertainment/bruce-willis-holds-family-tight-thanksgiving-battling-dementia,FoxNews,0,Bruce Willis holds family tight during Thanksgiving while battling dementia
https://www.foxnews.com/entertainment/bruce-willis-paradise-city-hollywood-career,FoxNews,0,"A look at Bruce Willis’ upcoming acting role in 'Paradise City,’ his storied Hollywood career"
https://www.foxnews.com/entertainment/bruce-willis-relatively-incommunicative-not-totally-verbal-dementia-diagnosis,FoxNews,0,"Bruce Willis is relatively 'incommunicative,' 'not totally verbal' after dementia diagnosis, friend reveals"
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,FoxNews,0,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps
https://www.foxnews.com/entertainment/bruce-willis-wife-emma-heming-struggles-guilt-deals-dementia-diagnosis,FoxNews,0,Bruce Willis’ wife Emma Heming struggles with ‘guilt’ as she deals with his dementia diagnosis
https://www.foxnews.com/entertainment/camila-cabello-suffers-met-gala-wardrobe-malfunction-exposing-underwear,FoxNews,0,"Camila Cabello suffers Met Gala wardrobe malfunction, exposing underwear"
https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans,FoxNews,0,Charlie Sheen's ex Denise Richards vows to ‘support’ their daughter Sami after actor disapproves OnlyFans page
https://www.foxnews.com/entertainment/charlie-sheen-reacts-daughter-sami-sheen-joining-onlyfans,FoxNews,0,"Charlie Sheen reacts to daughter Sami Sheen, 18, joining OnlyFans: ‘This did not occur under my roof"
https://www.foxnews.com/entertainment/cher-hit-victorias-secret-runway-after-casting-controversy,FoxNews,0,Cher to hit Victoria's Secret runway after casting controversy
https://www.foxnews.com/entertainment/cher-turned-down-dating-elvis-presley-because-nervous-reputation,FoxNews,0,Cher turned down dating Elvis Presley because she was 'nervous of his reputation
https://www.foxnews.com/entertainment/cindy-williams-laverne-shirley-actress-dead-75,FoxNews,0,"Cindy Williams, 'Laverne & Shirley' actress, dead at 75"
https://www.foxnews.com/entertainment/cma-nominee-jelly-roll-troubled-past-empowered-him-succeed,FoxNews,0,CMA nominee Jelly Roll says troubled past empowered him to succeed: 'I was a horrible human for decades
https://www.foxnews.com/entertainment/craig-morgan-reflects-faith-family-country-music-stardom-loss-memoir-god-family-country,FoxNews,0,"Craig Morgan reflects on faith, family, country music stardom and loss in his memoir 'God, Family, Country"
https://www.foxnews.com/entertainment/david-spade-amy-schumer-comedians-react-will-smith-chris-rock-slap,FoxNews,0,"Howard Stern, Judd Apatow, other comedians defend Chris Rock: 'He handled it like a pro"
https://www.foxnews.com/entertainment/demi-moore-addresses-bruce-willis-dementia-battle.print,FoxNews,0,Demi Moore addresses Bruce Willis' dementia battle: 'He's doing very well
https://www.foxnews.com/entertainment/demi-moore-isolating-bruce-willis-daughters-amazing,FoxNews,0,"Demi Moore on isolating with ex Bruce Willis, daughters: 'It was amazing"
https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-health-he-battles-dementia,FoxNews,0,Demi Moore says ex Bruce Willis is in 'stable' health as he battles dementia
https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-place-amid-dementia-battle-treasure-time-we-all-share,FoxNews,0,Bruce Willis' ex-wife Demi Moore shares update on actor's condition as he battles dementia
https://www.foxnews.com/entertainment/denise-richards-confesses-hell-charlie-sheen-addiction-struggles.print,FoxNews,0,Denise Richards confesses she went through 'hell and back' for Charlie Sheen during addiction struggles
https://www.foxnews.com/entertainment/denise-richards-felt-guilty-splitting-up-family-divorce-charlie-sheen,FoxNews,0,Denise Richards 'felt guilty' for splitting up her family after divorce from Charlie Sheen
https://www.foxnews.com/entertainment/denise-richards-says-losing-out-lead-role-90s-cult-classic-blessing.print,FoxNews,0,Denise Richards says losing out on lead role of ‘90s cult classic was a ‘blessing
https://www.foxnews.com/entertainment/disney-plus-removes-access-to-classics-like-dumbo-peter-pan-for-kids-under-7-over-racist-stereotypes.print,FoxNews,0,"Disney+ removes access to classics like 'Dumbo,' 'Peter Pan' for kids under 7 over 'racist' stereotypes"
https://www.foxnews.com/entertainment/dolly-parton-removes-herself-rock-roll-hall-of-fame-nomination,FoxNews,0,"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right"
https://www.foxnews.com/entertainment/doors-jim-morrison-paris-50th-anniversary-death,FoxNews,0,Doors fans remember Jim Morrison in Paris on 50th anniversary of his death
https://www.foxnews.com/entertainment/eddie-van-halens-brother-wants-ai-complete-bands-unreleased-music,FoxNews,0,Eddie Van Halen's brother wants AI to complete the band's unreleased music
https://www.foxnews.com/entertainment/eddie-van-halens-son-wolfgang-hits-back-david-lee-roth-singer-trashes-him-wild-rant,FoxNews,0,Eddie Van Halen's son Wolfgang hits back at David Lee Roth after singer trashes him in wild rant
https://www.foxnews.com/entertainment/ellen-degeneres-reveals-3-recent-health-diagnoses,FoxNews,0,Ellen DeGeneres reveals 3 health diagnoses after 'excruciating pain': 'I could disintegrate in the shower
https://www.foxnews.com/entertainment/elton-john-bids-farewell-philadelphia-freedom-performance,FoxNews,0,Elton John bids farewell to Philly with 'Philadelphia Freedom' performance
https://www.foxnews.com/entertainment/elvis-presley-rock-and-roll,FoxNews,0,Remembering Elvis Presley on his birthday: The legacy of the king of rock and roll
https://www.foxnews.com/entertainment/elvis-top-gun-maverick-tie-no-1-box-office-spot,FoxNews,0,Elvis' takes No. 1 after tie with 'Top Gun: Maverick
https://www.foxnews.com/entertainment/emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,FoxNews,0,"Emily Blunt says her ‘toes curl’ when people tell her their kids want to act: 'I want to say, don’t do it!"
https://www.foxnews.com/entertainment/eric-clapton-covid-vaccine-positive-postpones-cancels-concerts.print,FoxNews,0,"Eric Clapton positive for COVID-19, postpones concerts"
https://www.foxnews.com/entertainment/euphoria-star-sydney-sweeneys-dad-walked-out-explicit-scenes-watching-show.print,FoxNews,0,Euphoria’ star Sydney Sweeney’s dad ‘walked out’ during her explicit scenes after watching show
https://www.foxnews.com/entertainment/euphoria-sydney-sweeney-sex-symbol-nude-scenes,FoxNews,0,"Euphoria’ star Sydney Sweeney on being a sex symbol, why she ‘won’t stop’ doing nude scenes"
https://www.foxnews.com/entertainment/euphorias-sydney-sweeney-faces-heat-moms-party-featuring-maga-like-hats-blue-lives-matter-shirt,FoxNews,0,"Euphoria's' Sydney Sweeney faces heat for mom's party featuring MAGA-like hats, 'Blue Lives Matter' shirt"
https://www.foxnews.com/entertainment/foo-fighters-drummer-taylor-hawkins-dead-at-50,FoxNews,0,Foo Fighters drummer Taylor Hawkins dead at 50
https://www.foxnews.com/entertainment/former-one-direction-band-member-niall-horan-announces-new-solo-music-festivals-2023,FoxNews,0,Former One Direction band member Niall Horan announces new solo music and festivals in 2023
https://www.foxnews.com/entertainment/gwyneth-paltrow-brad-pitt-sent-really-beautiful-gift,FoxNews,0,Gwyneth Paltrow reveals ex Brad Pitt recently sent her ‘really beautiful’ gift
https://www.foxnews.com/entertainment/gwyneth-paltrow-reflects-chris-martin-divorce,FoxNews,0,Gwyneth Paltrow reflects on Chris Martin split: ‘I never wanted to get divorced
https://www.foxnews.com/entertainment/harrison-ford-loves-being-old-despite-challenges.print,FoxNews,0,Harrison Ford loves being old despite challenges: 'I don't want to be young again
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,FoxNews,0,Harrison Ford mocks Conan O’Brien after 'Star Wars' dis: ‘You can't f---ing remember
https://www.foxnews.com/entertainment/harrison-ford-responds-compliment-from-reporter-cannes-blessed-with-this-body,FoxNews,0,Harrison Ford responds to compliment from reporter at Cannes: ‘Blessed with this body
https://www.foxnews.com/entertainment/harrison-fords-80th-birthday-look-back-some-best-roles,FoxNews,0,Harrison Ford’s 80th birthday: A look back at some of his best roles
https://www.foxnews.com/entertainment/harry-styles-full-x-factor-uk-audition-video-reveals-details-about-singers-first-performance,FoxNews,0,Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance
https://www.foxnews.com/entertainment/high-school-musical-joshua-bassett-absolutely-false-sex-assault-accusation,FoxNews,0,High School Musical' star Joshua Bassett says he is 'sick' over 'absolutely false' sex assault accusation
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,FoxNews,0,Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu
https://www.foxnews.com/entertainment/inside-lori-loughlin-prison-college-admissions-scandal,FoxNews,0,"Lori Loughlin’s prison offers Pilates, spin class and more as she serves time in college admissions scandal"
https://www.foxnews.com/entertainment/jake-e-lee-former-guitarist-ozzy-osbourne-shot-multiple-times-las-vegas,FoxNews,0,"Jake E Lee, former guitarist for Ozzy Osbourne, shot multiple times in Las Vegas"
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,FoxNews,0,"Jake E Lee, former guitarist for Ozzy Osbourne, ‘broke a rib and damaged a lung’ after being shot at 3 times"
https://www.foxnews.com/entertainment/jelly-roll-embraces-role-country-music-revolution-overcoming-addiction-prison-time,FoxNews,0,Jelly Roll embraces role in country music revolution after overcoming addiction and prison time
https://www.foxnews.com/entertainment/jelly-roll-felonies-prevent-him-booking-gigs-overseas,FoxNews,0,Jelly Roll says his felonies prevent him from booking gigs overseas
https://www.foxnews.com/entertainment/jelly-roll-gives-powerful-testimony-congress-fentanyl-part-problem,FoxNews,0,Jelly Roll gives powerful testimony to Congress on fentanyl: 'I was part of the problem
https://www.foxnews.com/entertainment/jelly-roll-had-lot-time-write-songs-prison-before-finding-massive-success-country-music,FoxNews,0,Jelly Roll ‘had a lot of time’ to write songs in prison before finding massive success in country music
https://www.foxnews.com/entertainment/jelly-roll-plans-ask-forgiveness-from-victims-armed-robbery-no-logic-what-i-did.print,FoxNews,0,Jelly Roll plans to seek forgiveness from victims of armed robbery: 'No logic to what I did
https://www.foxnews.com/entertainment/jim-morrison-the-doors-memoir-robby-krieger,FoxNews,0,"The Doors' Jim Morrison had ‘a fascination with death’ before passing away at 27, bandmate Robby Krieger says"
https://www.foxnews.com/entertainment/jimi-hendrix-27-club-philip-norman-book,FoxNews,0,"Why Jimi Hendrix’s death at 27 is still shrouded in mystery, book reveals: ‘It was an avoidable accident"
https://www.foxnews.com/entertainment/john-lennon-final-days-1980-music-dakota,FoxNews,0,"John Lennon’s final days were blissful as he thrived on music, book says: ‘You can feel this positive emotion"
https://www.foxnews.com/entertainment/josh-hartnett-left-hollywood-struggling-borderline-unhealthy-attention-from-fans.print,FoxNews,0,Josh Hartnett left Hollywood after struggling with 'borderline unhealthy' attention from fans
https://www.foxnews.com/entertainment/josh-radnor-talks-shedding-how-i-met-your-mother-character-new-music.print,FoxNews,0,"Josh Radnor talks shedding 'How I Met Your Mother' character, creating new music"
https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22,FoxNews,0,"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22"
https://www.foxnews.com/entertainment/katy-perry-exits-american-idol,FoxNews,0,Katy Perry exits ‘American Idol’: ‘This is my last season
https://www.foxnews.com/entertainment/king-charles-queen-camilla-reportedly-pulled-from-royal-outing-due-security-scare,FoxNews,0,"King Charles, Queen Camilla reportedly pulled from royal outing due to security scare"
https://www.foxnews.com/entertainment/kurt-cobain-courtney-love-attempted-escape-craziness-fame,FoxNews,0,Kurt Cobain and Courtney Love attempted to escape 'craziness' of fame
https://www.foxnews.com/entertainment/liam-payne-911-call-claims-singer-intoxicated-breaking-whole-room-before-hotel-death.print,FoxNews,0,"Liam Payne 911 call claims singer was intoxicated, 'breaking the whole room' before hotel death"
https://www.foxnews.com/entertainment/liam-paynes-death-has-one-direction-creator-simon-cowell-feeling-empty,FoxNews,0,Liam Payne’s death has One Direction creator Simon Cowell feeling ‘empty
https://www.foxnews.com/entertainment/liam-paynes-one-direction-bandmate-shares-heartbreaking-final-moments-together-argentina,FoxNews,0,Liam Payne’s One Direction bandmate shares ‘heartbreaking’ final moments together in Argentina
https://www.foxnews.com/entertainment/lori-loughlin-college-admissions-scandal-case,FoxNews,0,Lori Loughlin's college admissions scandal case: Everything to know about it
https://www.foxnews.com/entertainment/lori-loughlin-mossimo-giannulli-officially-plead-guilty-in-college-admissions-scandal-case,FoxNews,0,"Lori Loughlin, Mossimo Giannulli officially plead guilty in college admissions scandal case"
https://www.foxnews.com/entertainment/lori-loughlin-prison-stint-why-hasnt-spoken-daughter-olivia-jade-expert,FoxNews,0,Inside Lori Loughlin’s prison stint and why she potentially hasn’t spoken with daughter Olivia Jade: expert
https://www.foxnews.com/entertainment/lori-loughlin-released-prison-college-admissions-scandal.print,FoxNews,0,Lori Loughlin released from prison after serving 2 months behind bars for role in college admissions scandal
https://www.foxnews.com/entertainment/luke-bryans-son-surprised-katy-perry-odd-question-his-dad,FoxNews,0,Luke Bryan’s son surprised Katy Perry with a very odd question for his dad
https://www.foxnews.com/entertainment/man-arrested-morgan-wallen-concert-making-terrorist-threat-against-kansas-city-chiefs-stars,FoxNews,0,Man arrested at Morgan Wallen concert for allegedly making 'terrorist threat' against Kansas City Chiefs stars
https://www.foxnews.com/entertainment/matt-damon-rare-appearance-daughters-ben-affleck-jennifer-lopez-heat-up-air-premiere,FoxNews,0,"Matt Damon makes rare appearance with daughters as Ben Affleck, Jennifer Lopez heat up 'Air' premiere"
https://www.foxnews.com/entertainment/matt-damons-advice-josh-hartnett-while-filming-oppenheimer-so-unhelpful,FoxNews,0,Matt Damon's advice to Josh Hartnett while filming 'Oppenheimer' was ‘so unhelpful
https://www.foxnews.com/entertainment/met-gala-2024-kim-kardashian-rita-ora-emily-ratajkowski-brave-red-carpet-daring-sheer-dresses,FoxNews,0,"Met Gala 2024 sees Kim Kardashian, Rita Ora and Emily Ratajkowski brave red carpet in daring sheer dresses"
https://www.foxnews.com/entertainment/morgan-wallen-donates-hurricane-helene-relief-says-family-safe-amid-devastating-floods,FoxNews,0,"Morgan Wallen donates to Hurricane Helene relief, says family is 'safe' amid devastating floods"
https://www.foxnews.com/entertainment/mossimo-giannulli-prison-5-month-sentence-college-admissions-scandal,FoxNews,0,Mossimo Giannulli reports to prison to begin 5-month sentence in the college admissions scandal
https://www.foxnews.com/entertainment/olivia-jade-breaks-silence-college-admissions-scandal-red-table-talk,FoxNews,0,Olivia Jade breaks silence on parents' involvement in college admissions scandal: 'We messed up
https://www.foxnews.com/entertainment/olivia-jade-giannulli-publicly-shamed-lori-loughlin-mossimo-giannulli-scandal,FoxNews,0,"Olivia Jade Giannulli recalls being 'publicly shamed' for Lori Loughlin, Mossimo Giannulli's scandal"
https://www.foxnews.com/entertainment/olivia-jade-influencer-brand-dumpster-fire-expert,FoxNews,0,"Olivia Jade's influencer brand is a 'dumpster fire' and 'dangerous to advertisers,' says expert"
https://www.foxnews.com/entertainment/olivia-rodrigo-powers-through-wardrobe-malfunction-concert.print,FoxNews,0,Olivia Rodrigo powers through wardrobe malfunction during concert: 'So embarrassing
https://www.foxnews.com/entertainment/olivia-rodrigo-reunites-ex-joshua-bassett-drivers-license-inspiration.print,FoxNews,0,Olivia Rodrigo reunites with rumored ex Joshua Bassett for first time since breakup hit 'Drivers License
https://www.foxnews.com/entertainment/one-direction-devastated-by-liam-paynes-death-say-will-miss-him-terribly,FoxNews,0,"One Direction members 'devastated by' Liam Payne’s death, say they 'will miss him terribly"
https://www.foxnews.com/entertainment/one-direction-singer-liam-payne-cause-death-revealed-preliminary-autopsy-report.print,FoxNews,0,One Direction singer Liam Payne's cause of death revealed in preliminary autopsy report
https://www.foxnews.com/entertainment/one-directions-liam-payne-joins-long-list-musicians-who-died-young-amid-addiction-battles,FoxNews,0,One Direction’s Liam Payne joins long list of musicians who died young amid addiction battles
https://www.foxnews.com/entertainment/one-directions-liam-payne-mourned-hollywood-after-death-31-absolutely-heartbreaking.print,FoxNews,0,One Direction’s Liam Payne mourned by Hollywood after death at 31: ‘Absolutely heartbreaking
https://www.foxnews.com/entertainment/oppenheimer-stars-matt-damon-emily-blunt-neighbors,FoxNews,0,"Oppenheimer’ stars Matt Damon, Emily Blunt on being neighbors and the one thing they'll never do together"
https://www.foxnews.com/entertainment/ozzy-osbourne-admits-taking-antidepressants-effect-bedroom,FoxNews,0,Ozzy Osbourne admits taking antidepressants had an effect in the bedroom
https://www.foxnews.com/entertainment/ozzy-osbourne-cancels-tour-dates-amid-life-altering-injury-several-health-scares,FoxNews,0,"Ozzy Osbourne cancels all tour dates amid 'life-altering' injury, several health scares"
https://www.foxnews.com/entertainment/ozzy-osbournes-fourth-spinal-surgery-final-regardless-outcome-cant-anymore,FoxNews,0,Ozzy Osbourne's fourth spinal surgery will be his 'final' one 'regardless' of outcome: 'I can't do it anymore
https://www.foxnews.com/entertainment/ozzy-sharon-osbourne-delay-move-back-england-due-rockers-health-la-used-nice,FoxNews,0,"Ozzy, Sharon Osbourne delay move back to England due to rocker's health: 'LA used to be nice"
https://www.foxnews.com/entertainment/paul-rudd-aaron-rogers-go-viral-taylor-swift-concert-camila-cabello-shawn-mendes-rekindle-romance,FoxNews,0,"Paul Rudd and Aaron Rodgers go viral at Taylor Swift concert, Camila Cabello and Shawn Mendes rekindle romance"
https://www.foxnews.com/entertainment/pink-slammed-biden-harris-shirt-husband-carey-hart-defends,FoxNews,0,"Pink slammed for wearing Biden-Harris shirt, husband Carey Hart comes to her defense: 'Bye Karen"
https://www.foxnews.com/entertainment/production-companies-said-filming-georgia-states-abortion-law.print,FoxNews,0,Georgia abortion law: A look back at what Hollywood production companies have said about filming in the state
https://www.foxnews.com/entertainment/randy-travis-uses-ai-new-music-after-stroke-damaged-brain-speech,FoxNews,0,"Randy Travis uses AI for new music after stroke damaged brain, speech"
https://www.foxnews.com/entertainment/rock-roll-hall-fame-foundation-moves-forward-dolly-parton-nomination,FoxNews,0,Rock & Roll Hall of Fame Foundation moves forward with Dolly Parton's nomination despite icon's opposition
https://www.foxnews.com/entertainment/rumer-willis-pregnant-expecting-baby-with-boyfriend-derek-richard-thomas,FoxNews,0,"Rumer Willis is pregnant, expecting baby with boyfriend Derek Richard Thomas"
https://www.foxnews.com/entertainment/rumer-willis-shares-small-update-dad-bruce-she-announces-shes-single-momming-it,FoxNews,0,Rumer Willis shares small update on dad Bruce as she announces she's 'single momming it
https://www.foxnews.com/entertainment/sharon-stone-basic-instinct-director-nudity-scene.print,FoxNews,0,Basic Instinct' director denies Sharon Stone's claim that she was tricked into showing nudity in film
https://www.foxnews.com/entertainment/sharon-stone-hanging-out-rapper-rmr-report,FoxNews,0,"Sharon Stone, 63, 'hanging out' with rapper RMR, 25: report"
https://www.foxnews.com/entertainment/shawn-mendes-camila-cabello-split-break-up-relationship,FoxNews,0,Shawn Mendes and Camila Cabello break up: We 'will continue to be best friends
https://www.foxnews.com/entertainment/simon-cowell-details-years-long-mental-health-battle,FoxNews,0,Simon Cowell details yearslong mental health battle: 'We're not all made of steel
https://www.foxnews.com/entertainment/simon-cowell-injury-americas-got-talent-judges-react,FoxNews,0,America's Got Talent' judges speak out about Simon Cowell's injury: 'We miss our boss
https://www.foxnews.com/entertainment/simon-cowell-lauren-silverman-engaged,FoxNews,0,"Simon Cowell, Lauren Silverman engaged nearly 8 years after welcoming son"
https://www.foxnews.com/entertainment/simon-cowell-pulls-out-judging-duties-x-factor-israel-appearance,FoxNews,0,Simon Cowell pulls out of judging duties in upcoming ‘X Factor Israel’ appearance
https://www.foxnews.com/entertainment/simon-cowell-reveals-son-changed-judging-style-empathy,FoxNews,0,Simon Cowell reveals how his son changed his judging style: ‘I have much more empathy
https://www.foxnews.com/entertainment/simon-cowell-reveals-why-turned-down-opportunity-own-talk-show,FoxNews,0,Simon Cowell reveals why he turned down an opportunity to have his own talk show
https://www.foxnews.com/entertainment/smokey-robinson-urges-vaccination-following-harrowing-covid-19-hospitalization,FoxNews,0,Smokey Robinson urges vaccination following harrowing COVID-19 hospitalization
https://www.foxnews.com/entertainment/star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,FoxNews,0,Star Wars' actress Carrie Fisher honored with star on Hollywood Walk of Fame amid family drama
https://www.foxnews.com/entertainment/sydney-sweeney-backlash-moms-maga-like-birthday-party-decor-wildfire,FoxNews,0,Sydney Sweeney says the backlash from her mom's MAGA-like birthday party décor was 'wildfire
https://www.foxnews.com/entertainment/sydney-sweeney-glad-mother-stopped-getting-breast-reduction-teen,FoxNews,0,Sydney Sweeney 'so glad' mother stopped her from getting breast reduction as a teen: 'They're my best friends
